Course Number,Course Title,Credits,Description,Offered,Liberal Arts Requirements,Prerequisites,Tags,Sections
LING 216,Generative Approaches to Syntax,6 credits,"This course has two primary goals: to provide participants with a forum to continue to develop their analytical skills (i.e., to ‘do syntax’), and to acquaint them with generative syntactic theory, especially the Principles and Parameters approach. Participants will sharpen their technological acumen, through weekly problem solving, and engage in independent thinking and analysis, by means of formally proposing novel syntactic analyses for linguistic phenomena. By the conclusion of the course, participants will be prepared to read and critically evaluate primary literature couched within this theoretical framework.",Winter 2025,"FSR, Formal or Statistical Reasoning",Student has completed LING 115 – Intro to the Theory of Syntax with grade of C- or better,CGSC Elective | LING Core Course | CL: 200 level,"LING
                                                 216.00 | Winter 2025 | Faculty: | Catherine Fortin | 🏫 | 👤 | Size: | 25 | T, TH | Leighton 304 | 10:10am-11:55am"
LING 219,Sociophonetic Analysis,6 credits,"This course introduces participants to sociophonetics, a field of study that weds theories of phonetics (the study of the science of speech) to the methodological approaches of sociolinguistics, and which examines the relationships between linguistic variation and speaker identity. Participants consider the acoustic characteristics of vowels, consonants, and prosody; the variation that occurs across these; and how this variation impacts the production and perception of speech. Working with natural speech data, participants learn to use Praat to assess articulatory variation, and contextualize their findings against the backdrop of previous sociophonetic literature.Not open to students who have taken LING 117 previously",Winter 2025,"QRE, Quantitative Reasoning | SI, Social Inquiry",Student has completed any of the following course(s): One 100-Level Linguistics course with a grade of C- or better. Not open students who have completed LING 117 – Sociophonetics.,CGSC Elective | CL: 200 level | LING Elective,"LING
                                                 219.00 | Winter 2025 | Faculty: | Andrew Bray | 🏫 | 👤 | Size: | 25 | M, W | Willis 211 | 1:50pm-3:00pm | F | Willis 211 | 2:20pm-3:20pm"
LING 291,Independent Study,2 credits,"Register for this course by submitting theIndependentReading/Study/ResearchForm, which requires approval from the project faculty supervisor.",Winter 2025,No Exploration,,CL: Independent Study,"LING
                                                 291.11 | Winter 2025 | Faculty: | Catherine Fortin | 🏫 | 👤 | Grading: | S/CR/NC"
LING 400,Integrative Exercise,6 credits,,Winter 2025,,Student is a Linguistics major and has Senior Priority.,,"LING
                                                 400.00 | Winter 2025 | Faculty: | Cherlon Ussery | 🏫 | 👤 | Size: | 25 | Grading: | S/NC"
LTAM 230,Ancient People of the Andes,6 credits,"Who were the first settlers of South America? Was Caral the first city on earth? Who made the Nazca Lines? How did the Inka build Machu Picchu? Which societies flourished or collapsed in the Andean region of South America? This course will examine these questions using archaeology to understand the sociopolitical arrangements that existed among ancient Andean peoples prior to the arrival of the Spanish. Evidence used to explore these themes comes from a range of prehispanic societies, including the Chavin, Tiwanaku, Wari, Moche, Chimu, and Inka.Offered at both the 200 and 300 levels; coursework will be adjusted accordingly. Students who have previously taken any 200-level LTAM social science or humanities course or a 200-level ARCN course should register for LTAM 330; students who have not should register for LTAM 230.Offered at both the 200 and 300 levels; coursework will be adjusted accordingly. Students who have previously taken any 200-level LTAM social science or humanities course or a 200-level ARCN course should register for LTAM 330; students who have not should register for LTAM 230.",Winter 2025,"IS, International Studies | SI, Social Inquiry | WR2 Writing Requirement 2 | QRE, Quantitative Reasoning",,ARCN Pertinent | CL: 200 level | LTAM Electives | MARS Capstone | MARS Core Course | MARS Supporting,"LTAM
                                                 230.00 | Winter 2025 | Faculty: | Sarah Kennedy | 🏫 | 👤 | Size: | 25 | T, TH | CMC 319 | 10:10am-11:55am"
LTAM 330,Ancient Peoples of the Andes,6 credits,"Who were the first settlers of South America? Was Caral the first city on earth? Who made the Nazca Lines? How did the Inka build Machu Picchu? Which societies flourished or collapsed in the Andean region of South America? This course will examine these questions using archaeology to understand the sociopolitical arrangements that existed among ancient Andean peoples prior to the arrival of the Spanish. Evidence used to explore these themes comes from a range of prehispanic societies, including the Chavin, Tiwanaku, Wari, Moche, Chimu, and Inka.Offered at both the 200 and 300 levels; coursework will be adjusted accordingly. Students who have previously taken any 200-level LTAM social science or humanities course or a 200-level ARCN course should register for LTAM 330; students who have not should register for LTAM 230.",Winter 2025,"IS, International Studies | SI, Social Inquiry | WR2 Writing Requirement 2 | QRE, Quantitative Reasoning",,LTAM Electives | CL: 300 level | ARCN Pertinent | MARS Capstone | MARS Core Course | MARS Supporting,"LTAM
                                                 330.01 | Winter 2025 | Faculty: | Sarah Kennedy | 🏫 | 👤 | Size: | 25 | T, TH | CMC 319 | 10:10am-11:55am"
LTAM 400,Integrative Exercise,,Satisfactory completion of the major includes the writing of a thesis which attempts to integrate at least two of the various disciplines studied. A proposal must be submitted for approval early in the fall term of the senior year. The thesis in its final form is due no later than the end of the first week of spring term. An oral defense of the thesis is required.,Winter 2025,,Student is a Latin American Studies major and has Senior Priority.,LTAM Required Courses,"LTAM
                                                 400.00 | Winter 2025 | Faculty: | Constanza Ocampo-Raeder | 🏫 | 👤 | Size: | 10 | Grading: | S/NC | Credits: | 1 – 6"
MATH 101,Calculus with Problem Solving,6 credits,"An introduction to the central ideas of calculus with review and practice of those skills needed for the continued study of calculus. Problem solving strategies will be emphasized. In addition to regular MWF class time, students will be expected to attend two problem-solving sessions each week, one on Monday or Tuesday, and one on Wednesday or Thursday. Details will be provided on the first day of class.Extra time for TTH labs. Not open to students who have received credit for MATH 111",Winter 2025,"FSR, Formal or Statistical Reasoning","Student has received a score of 101 on the Carleton Math Placement exam. Not open to students who have received credit for Mathematics 111. For more information, see the Mathematics' web page.",MATH Required Core Course | STAT Supporting | PHYS Mathematics Course | CL: 100 level,"MATH
                                                 101.00 | Winter 2025 | Faculty: | Deanna Haunsperger | 🏫 | 👤 | Size: | 30 | M, W | CMC 209 | 9:50am-11:00am | F | CMC 209 | 9:40am-10:40am"
MATH 106,Tour of Mathematics and Statistics,1 credits,"The tour consists of a series of eight presentations given by a variety of Mathematics and Statistics department faculty. The course is intended for first- or second-year students considering a Mathematics or Statistics major or minor. The emphasis of these talks will be on presenting engaging ideas and research in various areas of mathematics and statistics, rather than on developing extensive knowledge or techniques in any particular subject area.",Winter 2025,No Exploration,,CL: 100 level,"MATH
                                                 106.00 | Winter 2025 | Faculty: | Deanna Haunsperger | 🏫 | 👤 | Size: | 45 | Grading: | S/CR/NC | F | CMC 209 | 3:30pm-4:30pm"
MATH 111,Introduction to Calculus,6 credits,"An introduction to the differential and integral calculus. Derivatives, antiderivatives, the definite integral, applications, and the fundamental theorem of calculus.Not open to students who have received credit for MATH 101",Winter 2025,"FSR, Formal or Statistical Reasoning","Student has received a score of 111 on the Carleton Math Placement exam. Not open to students who have received credit for Mathematics 101 or received a score of 4 or better on the Calculus AB AP exam or received a score of 4 or better on the Calculus BC AP exam or received a score of 5 or better on the Calculus IB exam. For more information, see the Mathematics' web page.",CS Required for Major | MATH Required Core Course | STAT Supporting | PHYS Mathematics Course | CL: 100 level,"MATH
                                                 111.00 | Winter 2025 | Faculty: | Rob Thompson | 🏫 | 👤 | Size: | 30 | M, W | CMC 210 | 11:10am-12:20pm | F | CMC 210 | 12:00pm-1:00pm"
