Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
Biology (BIOL),2025 Spring Term,BIOL 378-00 - Seminar: Orig & Early Evol Life,"The Earth formed four and a half billion years ago. Evidence suggests that within 700 million years, life had gained a foothold on this planet. We will delve into the primary literature to explore fundamental questions about the origin and evolution of life: How did life arise from non-life on the dynamic young Earth? Where on Earth did life begin? Did life only arise once? What did the first living organisms look like? What was the nature of our last universal common ancestor? How did life alter the planet on which it arose? Could life originate elsewhere in the cosmos?",6,15,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","ACE Applied

BIOL - Biology Program :: BIOL Data Interpretation

BIOL - Biology Program :: BIOL Elective

CL: 300 level

LAR: No Exploration

LAR: QRE, Quantitative Reasoning",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 110-00 - Introduction to Cinema and Media Studies,"This course introduces students to the basic terms, concepts and methods used in cinema studies and helps build critical skills for analyzing films, technologies, industries, styles and genres, narrative strategies and ideologies. Students will develop skills in critical viewing and careful writing via assignments such as a short response essay, a plot segmentation, a shot breakdown, and various narrative and stylistic analysis papers. Classroom discussion focuses on applying critical concepts to a wide range of films. Requirements include two screenings per week.",6,25,25,25 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore Priority. Extra Time required for screenings,TTH | 1:15 PM - 3:00 PM,"AMMU - American Music Program :: AMMU Music Foundations

CAMS - Cinema and Media Studies Program :: CAMS Core Courses

CL: 100 level

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 111-01 - Intro to Cinema & Media Production,"This class introduces students to the full range of production tools and forms, building both the technical and conceptual skills needed to continue at more advanced levels. We will explore the aesthetics and mechanics of shooting digital video, the role of sound and how to record and mix it, field and studio production, lighting, and editing with Adobe Premiere Pro CC. Course work will include individual and group production projects, readings, and writing. This is an essential foundation for anyone interested in moving-image production and learning the specifics of CAMS' studios, cameras, and lighting equipment.",6,12,12,12 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore Priority. Formerly titled Digital Foundations. Extra Time required for evening equipment and software labs,TTH | 10:10 AM - 11:55 AM,"CAMS - Cinema and Media Studies Program :: CAMS Core Courses

CL: 100 level

DGAH - Digital Arts and Humanities Program :: DGAH Skill Building

LAR: Arts Practice :: LAR: ARP, Arts Practice",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 186-00 - Film Genres,"In this course we survey four or more Hollywood film genres, including but not limited to the Western, musical, horror film, comedy, and science-fiction film. What criteria are used to place a film in a particular genre? What role do audiences and studios play in the creation and definition of film genres? Where do genres come from? How do genres change over time? What roles do genres play in the viewing experience? What are hybrid genres and subgenres? What can genres teach us about society? Assignments aim to develop skills in critical analysis, research and writing.",6,25,25,25 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,"Sophomore Priority, Extra Time for Evening screenings","F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CAMS - Cinema and Media Studies Program :: CAMS Elective

CL: 100 level

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 187-00 - Cult TV and Fan Cultures,"This course focuses on the history, production, and consumption of cult television. The beginning of the seminar will be focused on critically examining a number of theoretical approaches to the study of genre and fandom. Building on these approaches, the remainder of the course will focus on cult television case studies from the last eight decades. We will draw on recent scholarship to explore how cult television functions textually, industrially, and culturally. Additionally, we will study fan communities on the Internet and consider how fansites, webisodes, and sites like YouTube and Netflix transform television genres.",6,25,0,,Extra time for evening screenings,TTH | 3:10 PM - 4:55 PM,"AMST - American Studies Program :: AMST Prdctn Consmptn Cult

CAMS - Cinema and Media Studies Program :: CAMS Elective

CL: 100 level

DGAH - Digital Arts and Humanities Program :: DGAH Critand Ethical Reflectn

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 214-00 - Film History III,"This course is designed to introduce students to recent film history, 1970-present, and the multiple permutations of cinema around the globe. The course charts the development of national cinemas since the 1970s while considering the effects of media consolidation and digital convergence. Moreover, the course examines how global cinemas have reacted to and dealt with the formal influence and economic domination of Hollywood on international audiences. Class lectures, screenings, and discussions will consider how cinema has changed from a primarily national phenomenon to a transnational form in the twenty-first century.",6,25,0,,Extra Time required for evening Screenings.,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CAMS - Cinema and Media Studies Program :: CAMS 200 Level History

CAMS - Cinema and Media Studies Program :: CAMS Elective

CL: 200 level

DGAH - Digital Arts and Humanities Program :: DGAH Critand Ethical Reflectn

EUST - European Studies Program :: EUST Transnational Supp

LAR: IS, International Studies

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis",Open
Cinema and Media Studies (CAMS),2025 Spring Term,CAMS 265-00 - Sound Design,"This course examines the theories and techniques of sound design for film and video. Students will learn the basics of audio recording, sound editing and multi-track sound design specifically for the moving image. The goal of the course is a greater understanding of the practices and concepts associated with soundtrack development through projects using recording equipment and the digital audio workstation for editing and mixing.",6,15,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CAMS - Cinema and Media Studies Program :: CAMS Elective

CAMS - Cinema and Media Studies Program :: CAMS Production

CL: 200 level

LAR: Arts Practice :: LAR: ARP, Arts Practice",Open
Cognitive Science (CGSC),2025 Spring Term,CGSC 130-00 - Introduction to Cogntive Science (Revolutions in Mind),"An interdisciplinary study of the history and current practice of the cognitive sciences. The course will draw on relevant work from diverse fields such as artificial intelligence, cognitive psychology, philosophy, biology, and neuroscience. Topics to be discussed include: scientific revolutions, the mind-body problem, embodied cognition, perception, representation, and the extended mind.",6,30,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CGSC - Cognitive Science Program :: CGSC Core

CL: 100 level

EDUC - Educational Studies Program :: EDUC 1 Learning and Cognitn

LAR:  Social Inquiry :: LAR: SI, Social Inquiry

PHIL - Philosophy Program :: PHIL Interdisciplinary 2

PHIL - Philosophy Program :: PHIL Language, Epistemology, Metaphysics, Mind 1",Open
Cognitive Science (CGSC),2025 Spring Term,CGSC 330-00 - Embodied Cognition,"This seminar will consider recent work in philosophy, cognitive science and linguistics critical of views of human cognition as ""disembodied"" and Cartesian. Philosophical sources of the early critiques of symbolic AI and ""cartesianism"" will be considered (Merleau-Ponty, Dewey), as will the enactive (Cuffari, Di Paolo, and De Jaegher) and ecological (Chemero, Cowley, Steffensen) critiques of language, and current work on embodied cognition by Eleanor Rosch, Hubert Dreyfus, John Haugeland, Andy Clark and Evan Thompson. The seminar will include materials relevant to students in philosophy, linguistics, psychology and cognitive science.",6,15,0,,,TTH | 1:15 PM - 3:00 PM,"CGSC - Cognitive Science Program :: CGSC Elective

CL: 300 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

PHIL - Philosophy Program :: PHIL Advanced

PHIL - Philosophy Program :: PHIL Interdisciplinary 1

PHIL - Philosophy Program :: PHIL Language, Epistemology, Metaphysics, Mind 2",Open
Chemistry (CHEM),2025 Spring Term,CHEM 122-00 - Introduction to Chemistry,"An introduction to the fundamentals of chemistry to prepare students to enter subsequent chemistry courses (Chemistry 123 or 124). Atoms and molecules, stoichiometry, and gases will be covered in the course. Although learning through discovery-based processes, small groups, and short laboratory experimentation will occur, this is not a lab course and does not fulfill the requirements for medical school. This course assumes competence with simple algebra, but no prior chemistry experience.",6,24,0,,"Placement into Chemistry 122 using the self-administered Chemistry Placement Evaluation, Chemistry Home Page or permission of instructor. Students with high school chemistry will generally take Chemistry 123 or 124.",TTH | 1:15 PM - 3:00 PM,"CL: 100 level

LAR: No Exploration

LAR: QRE, Quantitative Reasoning",Open
