Course Number,Course Title,Credits,Description,Offered,Liberal Arts Requirements,Prerequisites,Tags,Sections
MUSC 252J,Guitar (Juried),2 credits,"Studies for the development of technique appropriate to the needs of the student. Music is chosen from all musical periods including folk picking, blues, ragtime, popular and classical styles. Students with no prior experience or lessons should take one term of class guitar (Music 197).Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.",Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 252J.00 | Fall 2024 | Faculty: | Ben Valine | 🏫 | 👤 | Size: | 5"
MUSC 253J,Composition (Juried),2 credits,"Individual instruction focusing on the student’s original compositions. Course work includes the study of compositional techniques, analysis of relevant works, and computer/MIDI/synthesizer technologies. The course is particularly directed toward the major who wishes to pursue the composition option in the Senior Integrative Exercise.Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website. Instructor permission.",Fall 2024,"ARP, Arts Practice","Student has completed any of the following course(s): Either MUSC 220 – Composition Studio OR any two courses from MUSC 221 – Electronic Music Composition, MUSC 222 – Composing for Ad Hoc Ensemble or MUSC 223 – Vocal Counterpoint with grade of C- or better.",MUSC Composition | MUSC Juried,"MUSC
                                                 253J.00 | Fall 2024 | Faculty: | Andrea Mazzariello | 🏫 | 👤 | Size: | 3"
MUSC 255,Violin,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 255.00 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 255.01 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 255.02 | Fall 2024 | Faculty: | Natalia Moiseeva | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 255.03 | Fall 2024 | Faculty: | Susan Crawford | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 255J,Violin (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 255J.00 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 || MUSC
                                                 255J.01 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 || MUSC
                                                 255J.02 | Fall 2024 | Faculty: | Natalia Moiseeva | 🏫 | 👤 | Size: | 50 || MUSC
                                                 255J.03 | Fall 2024 | Faculty: | Susan Crawford | 🏫 | 👤 | Size: | 50"
MUSC 256,Viola,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 256.00 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 256.01 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 256.02 | Fall 2024 | Faculty: | Natalia Moiseeva | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 256.03 | Fall 2024 | Faculty: | Susan Crawford | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 256J,Viola (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 256J.00 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 || MUSC
                                                 256J.01 | Fall 2024 | Faculty: | Hector Valdivia | 🏫 | 👤 | Size: | 50 || MUSC
                                                 256J.02 | Fall 2024 | Faculty: | Natalia Moiseeva | 🏫 | 👤 | Size: | 50 || MUSC
                                                 256J.03 | Fall 2024 | Faculty: | Susan Crawford | 🏫 | 👤 | Size: | 50"
MUSC 257,Cello,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 257.00 | Fall 2024 | Faculty: | Thomas Rosenberg | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 257.01 | Fall 2024 | Faculty: | Thomas Rosenberg | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC || MUSC
                                                 257.02 | Fall 2024 | Faculty: | Greg Byers | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 257J,Cello (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 257J.00 | Fall 2024 | Faculty: | Thomas Rosenberg | 🏫 | 👤 | Size: | 50 || MUSC
                                                 257J.01 | Fall 2024 | Faculty: | Thomas Rosenberg | 🏫 | 👤 | Size: | 50 || MUSC
                                                 257J.02 | Fall 2024 | Faculty: | Greg Byers | 🏫 | 👤 | Size: | 50"
MUSC 258,Classical String Bass,2 credits,The study of the acoustic string bass in the Classical style.Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 258.00 | Fall 2024 | Faculty: | Charles Block | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 258J,Classical String Bass (Juried),2 credits,The study of the acoustic string bass in the Classical style.Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 258J.00 | Fall 2024 | Faculty: | Charles Block | 🏫 | 👤 | Size: | 50"
MUSC 259,Flute,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 259.00 | Fall 2024 | Faculty: | Sarah Bylsma | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 259J,Flute (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 259J.00 | Fall 2024 | Faculty: | Sarah Bylsma | 🏫 | 👤 | Size: | 50"
MUSC 260.01,Oboe/English Horn,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 260.01 | Fall 2024 | Faculty: | Merilee Klemp | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 260.02,Oboe/English Horn,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 260.02 | Fall 2024 | Faculty: | Merilee Klemp | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 260J.01,Oboe/English Horn (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 260J.01 | Fall 2024 | Faculty: | Merilee Klemp | 🏫 | 👤 | Size: | 50"
MUSC 260J.02,Oboe/English Horn (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 260J.02 | Fall 2024 | Faculty: | Merilee Klemp | 🏫 | 👤 | Size: | 50"
MUSC 261,Clarinet,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 261.00 | Fall 2024 | Faculty: | Nina Olsen | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 261J,Clarinet (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 261J.00 | Fall 2024 | Faculty: | Nina Olsen | 🏫 | 👤 | Size: | 50"
MUSC 262,Saxophone,2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,,"MUSC
                                                 262.00 | Fall 2024 | Faculty: | Christopher Thomson | 🏫 | 👤 | Size: | 50 | Grading: | S/CR/NC"
MUSC 262J,Saxophone (Juried),2 credits,Lessons are scheduled individually with the instructor.Music lesson fee information can be found on theMusic Department website.,Fall 2024,"ARP, Arts Practice",,MUSC Juried,"MUSC
                                                 262J.00 | Fall 2024 | Faculty: | Christopher Thomson | 🏫 | 👤 | Size: | 50"
